# erase_all.sr: DMI transactions decoded from the wire (t in ms from capture start)
   58.6492 W dmcontrol    40000001 st=00
  120.5294 W command      02210000 st=00
  120.5615 W data1        4002200c st=00
  120.5923 W data0        0000b020 st=00
  120.6238 W command      02210000 st=00
  121.1949 W data1        1ffff7e0 st=00
  121.2264 W command      02200000 st=00
  121.2550 R data0        ffff0040 st=00
  121.2886 W data1        1ffff7e8 st=00
  121.3206 W command      02200000 st=00
  121.3490 R data0        3a6dabcd st=00
  121.3820 W data1        1ffff7ec st=00
  121.4133 W command      02200000 st=00
  121.4423 R data0        a282bc48 st=00
  121.4761 W data1        1ffff7f0 st=00
  121.5087 W command      02200000 st=00
  121.5370 R data0        ffffffff st=00
  121.9611 W data1        4002101c st=00
  121.9933 W data0        00000000 st=00
  122.0251 W command      02210000 st=00
  122.0570 W data1        40022004 st=00
  122.0885 W data0        45670123 st=00
  122.1192 W command      02210000 st=00
  122.1512 W data1        40022004 st=00
  122.1828 W data0        cdef89ab st=00
  122.2143 W command      02210000 st=00
  122.2466 W data1        40022024 st=00
  122.2775 W data0        45670123 st=00
  122.3086 W command      02210000 st=00
  122.3400 W data1        40022024 st=00
  122.3716 W data0        cdef89ab st=00
  122.4035 W command      02210000 st=00
  122.4353 W data1        40022010 st=00
  122.4665 W command      02200000 st=00
  122.4954 R data0        00000000 st=00
  122.5283 W data1        40022010 st=00
  122.5596 W data0        00000004 st=00
  122.5909 W command      02210000 st=00
  122.6229 W data1        40022010 st=00
  122.6544 W command      02200000 st=00
  122.6828 R data0        00000004 st=00
  122.7156 W data1        40022010 st=00
  122.7468 W data0        00000044 st=00
  122.7789 W command      02210000 st=00
  122.8103 W data1        4002200c st=00
  122.8415 W command      02200000 st=00
  122.8702 R data0        00000001 st=00
  122.9041 W data1        4002200c st=00
  122.9358 W command      02200000 st=00
  122.9647 R data0        00000001 st=00
  122.9969 W data1        4002200c st=00
  123.0280 W command      02200000 st=00
  123.0564 R data0        00000001 st=00
  123.0902 W data1        4002200c st=00
  123.1216 W command      02200000 st=00
  123.1511 R data0        00000001 st=00
  123.1833 W data1        4002200c st=00
  123.2150 W command      02200000 st=00
  123.2440 R data0        00000001 st=00
  123.2769 W data1        4002200c st=00
  123.3080 W command      02200000 st=00
  123.3367 R data0        00000001 st=00
  123.3691 W data1        4002200c st=00
  123.4007 W command      02200000 st=00
  123.4298 R data0        00000001 st=00
